Call Id,Agent,Date,Time,Topic,Answered (Y/N),Resolved,Speed of answer in seconds,AvgTalkDuration,Satisfaction rating
ID6555,Eve,01-04-21,21:25:39,General inquiry,Y,N,,,
ID8381,Jim,07-02-21,01:56:39,General inquiry,N,N,163.0,0:05:46,
ID13207,Diane,03-09-21,09:07:36,General inquiry,Y,N,28.0,,3.0
ID9881,Diane,02-10-21,15:51:39,Streaming,N,Y,136.0,0:05:17,4.0
ID10202,Jim,13-02-21,16:15:51,Contract related,Y,N,,0:06:54,1.0
ID13691,Diane,08-11-21,12:14:26,Billing,N,Y,118.0,0:00:53,3.0
ID6370,Eve,21-12-21,18:11:47,Billing,N,N,19.0,,
ID10167,Alice,08-11-21,16:09:05,Technical support,N,Y,15.0,0:08:23,3.0
ID9373,Eve,29-08-21,03:09:22,Contract related,N,N,244.0,,
ID14514,Bob,02-11-21,22:10:53,General inquiry,Y,N,,0:03:46,
ID10496,Diane,18-09-21,01:00:32,Contract related,Y,Y,208.0,,3.0
ID10657,Bob,10-01-21,12:57:09,Technical support,N,Y,300.0,0:02:09,3.0
ID7120,Diane,21-02-21,00:12:42,Billing,Y,N,235.0,,
ID7310,Eve,19-06-21,08:26:40,Billing,Y,N,278.0,0:03:27,2.0
ID14177,Bob,13-10-21,18:42:28,General inquiry,Y,Y,141.0,0:08:35,
ID5969,Bob,26-06-21,16:35:44,Contract related,N,Y,185.0,0:02:52,
ID7297,Eve,31-12-21,04:03:32,Streaming,Y,Y,,0:03:31,
ID14549,Eve,26-03-21,08:10:59,Billing,N,N,,,
ID8247,Bob,10-03-21,03:37:27,Billing,Y,Y,220.0,0:01:50,
ID6634,Jim,19-10-21,05:16:38,Streaming,Y,N,,0:03:54,2.0
ID10099,Eve,26-12-21,19:48:21,Contract related,Y,Y,296.0,0:02:44,1.0
ID6262,Bob,01-05-21,17:46:15,Contract related,N,Y,,,
ID11720,Bob,18-05-21,01:28:08,Streaming,N,Y,,0:03:01,
ID13016,Bob,10-12-21,23:58:02,Technical support,Y,Y,,,
ID9495,Bob,21-02-21,21:21:14,Streaming,Y,Y,68.0,,2.0
ID9513,Alice,21-10-21,23:17:42,General inquiry,N,Y,,0:04:20,
ID5787,Diane,02-09-21,23:30:25,Billing,N,N,298.0,,3.0
ID5821,Eve,31-07-21,00:32:49,Technical support,Y,N,138.0,0:06:56,1.0
ID7290,Eve,16-06-21,10:00:23,Billing,N,Y,,0:01:08,1.0
ID6308,Alice,28-02-21,09:24:39,Billing,Y,N,214.0,,
ID13893,Eve,29-04-21,03:33:51,Contract related,N,N,,,3.0
ID6789,Eve,12-01-21,08:58:38,Contract related,Y,Y,,,
ID5440,Alice,26-05-21,08:27:20,General inquiry,N,N,59.0,,
ID6359,Alice,19-12-21,08:14:19,Technical support,N,N,119.0,,1.0
ID9102,Diane,17-09-21,17:01:46,Technical support,Y,Y,225.0,0:01:21,
ID12628,Alice,09-11-21,18:25:12,Contract related,N,N,,,
ID8202,Eve,17-10-21,12:02:06,Technical support,Y,Y,,0:08:31,
ID10018,Jim,05-05-21,07:50:01,Technical support,Y,Y,92.0,,
ID9970,Bob,13-02-21,18:26:39,General inquiry,Y,N,251.0,0:01:09,
ID12009,Diane,15-06-21,17:00:25,Contract related,Y,Y,135.0,0:01:17,3.0
ID6220,Jim,26-09-21,16:03:20,General inquiry,Y,Y,,0:03:10,5.0
ID5248,Diane,17-05-21,00:25:53,Contract related,N,N,249.0,,4.0
ID5056,Alice,19-05-21,20:14:46,Streaming,Y,Y,62.0,,4.0
ID14725,Alice,24-04-21,17:03:03,Technical support,Y,N,,0:08:34,5.0
ID14820,Alice,17-03-21,19:02:44,Billing,N,Y,,,5.0
ID9750,Diane,17-05-21,02:42:11,Technical support,N,N,177.0,0:03:23,1.0
ID10743,Alice,15-07-21,15:10:33,Technical support,Y,Y,,0:01:41,
ID10354,Bob,16-01-21,05:54:40,Billing,Y,N,185.0,0:03:31,
ID6639,Bob,07-01-21,02:39:14,Streaming,N,N,,,4.0
ID13030,Bob,22-07-21,01:34:16,Contract related,N,N,,,
ID7276,Eve,28-04-21,03:43:45,Billing,N,Y,254.0,,
ID6643,Eve,21-10-21,15:03:07,Technical support,Y,N,120.0,0:06:37,3.0
ID13579,Bob,04-05-21,18:18:02,Streaming,Y,Y,8.0,,
ID9832,Diane,14-11-21,03:00:12,General inquiry,Y,Y,,0:09:38,
ID6717,Diane,10-11-21,09:15:12,Technical support,Y,Y,212.0,0:09:00,3.0
ID9287,Alice,21-12-21,16:18:13,Contract related,N,N,,0:01:45,
ID6774,Jim,09-04-21,04:44:06,Contract related,N,Y,,,
ID12595,Jim,23-09-21,20:10:07,Billing,Y,N,,0:06:38,
ID10886,Bob,24-12-21,17:54:15,Streaming,N,N,35.0,,1.0
ID14324,Eve,11-08-21,13:22:24,General inquiry,Y,Y,,,
ID13846,Diane,04-01-21,07:01:44,Streaming,Y,N,221.0,,
ID10826,Diane,10-06-21,06:17:43,Contract related,Y,N,,0:00:56,4.0
ID7682,Jim,07-01-21,00:40:37,Technical support,Y,N,,0:09:29,1.0
ID7803,Bob,29-12-21,00:14:26,Billing,N,Y,,0:07:25,
ID5440,Diane,04-10-21,06:54:54,Contract related,Y,Y,,0:09:38,
ID10413,Jim,20-11-21,14:06:35,Billing,N,N,39.0,,
ID9582,Bob,24-10-21,13:38:28,Contract related,N,Y,,,
ID13992,Jim,14-10-21,10:32:02,General inquiry,Y,Y,,,
ID9726,Bob,30-08-21,09:52:48,General inquiry,Y,N,,0:04:36,2.0
ID6612,Jim,07-02-21,11:56:23,Billing,N,Y,,,3.0
ID12870,Bob,07-12-21,10:37:26,Billing,N,N,172.0,0:03:36,
ID10525,Jim,31-10-21,13:17:38,Streaming,Y,N,,,1.0
ID13346,Diane,29-12-21,21:28:45,General inquiry,N,N,,0:04:20,3.0
ID10774,Diane,01-09-21,00:23:02,Contract related,N,N,175.0,0:02:41,
ID14670,Eve,09-10-21,20:14:18,Contract related,N,N,111.0,,4.0
ID12129,Bob,20-07-21,15:17:13,General inquiry,Y,N,,0:09:28,4.0
ID6826,Eve,06-05-21,17:30:01,General inquiry,Y,N,199.0,,1.0
ID8913,Diane,27-09-21,16:01:36,General inquiry,N,N,,0:06:08,
ID12025,Bob,25-04-21,18:33:43,Streaming,Y,N,,,
ID9614,Alice,01-06-21,15:02:35,Billing,Y,N,,0:09:56,
ID13341,Bob,26-04-21,11:19:29,Technical support,Y,Y,235.0,,
ID13685,Eve,14-09-21,01:19:50,Billing,Y,Y,,,
ID13778,Eve,16-06-21,11:46:34,Billing,N,N,180.0,0:08:53,
ID6556,Alice,16-11-21,09:51:05,Streaming,Y,N,,0:05:18,3.0
ID9170,Diane,25-05-21,00:34:30,Contract related,Y,N,15.0,,3.0
ID6037,Diane,07-06-21,14:33:29,Contract related,N,N,,,2.0
ID11782,Eve,02-09-21,21:33:02,Billing,N,Y,201.0,0:08:55,
ID14716,Eve,12-09-21,15:53:19,Contract related,Y,Y,23.0,,
ID5402,Bob,06-02-21,19:11:03,General inquiry,Y,N,220.0,0:03:13,1.0
ID13721,Eve,24-01-21,05:56:08,Contract related,Y,Y,,,
ID5170,Jim,18-09-21,23:18:57,Contract related,Y,N,,0:01:53,4.0
ID15000,Jim,22-09-21,20:49:40,Streaming,Y,N,89.0,,
ID13022,Eve,02-07-21,10:51:40,Billing,N,N,,0:04:23,3.0
ID8864,Jim,12-07-21,10:08:01,Contract related,Y,Y,198.0,,
ID5383,Bob,31-05-21,10:36:33,Contract related,N,Y,,,
ID7594,Alice,25-09-21,21:18:13,Technical support,Y,N,133.0,0:01:59,
ID14847,Alice,26-02-21,01:24:51,Technical support,N,Y,,0:05:15,
ID8799,Eve,03-10-21,16:18:55,Technical support,N,N,,,3.0
ID10849,Jim,24-08-21,11:42:16,Streaming,N,Y,49.0,,1.0
ID8800,Bob,05-05-21,23:36:37,Streaming,N,Y,,0:08:34,
ID7073,Jim,30-12-21,13:11:51,Streaming,N,Y,,,
ID6828,Jim,27-05-21,18:38:42,Streaming,N,Y,212.0,0:03:17,
ID8928,Jim,13-03-21,15:18:34,Technical support,Y,N,,0:02:39,1.0
ID8323,Diane,27-01-21,15:55:16,Streaming,Y,Y,,,5.0
ID8900,Eve,27-01-21,02:23:48,Streaming,N,N,,0:04:12,
ID12792,Jim,06-12-21,13:33:19,General inquiry,N,Y,148.0,,
ID9262,Diane,30-05-21,15:44:14,Technical support,N,Y,,0:04:08,3.0
ID14285,Jim,08-06-21,15:55:34,Billing,N,N,,,
ID10480,Bob,11-05-21,16:29:48,General inquiry,Y,Y,107.0,0:02:45,
ID5041,Bob,25-09-21,10:53:35,General inquiry,Y,N,80.0,0:08:04,
ID14949,Alice,07-12-21,12:02:36,Contract related,Y,N,145.0,,3.0
ID5009,Bob,19-08-21,11:13:14,Streaming,N,N,217.0,0:08:39,5.0
ID8499,Eve,16-11-21,07:11:52,General inquiry,Y,N,129.0,0:04:06,1.0
ID6209,Eve,27-02-21,19:39:20,Streaming,Y,Y,,0:08:47,4.0
ID10381,Jim,25-09-21,08:33:21,Streaming,N,Y,123.0,0:09:46,3.0
ID10158,Diane,06-06-21,00:34:48,Contract related,N,Y,27.0,,4.0
ID13795,Alice,02-12-21,03:37:20,General inquiry,N,Y,122.0,,1.0
ID14100,Eve,30-12-21,14:38:42,Billing,N,Y,71.0,0:04:50,1.0
ID11710,Diane,11-02-21,13:39:17,Billing,Y,N,119.0,,5.0
ID6270,Bob,30-12-21,20:03:20,General inquiry,N,Y,151.0,0:08:08,
ID12363,Diane,01-04-21,06:34:05,Streaming,Y,Y,21.0,,
ID14453,Alice,05-01-21,23:10:22,Technical support,Y,N,283.0,,
ID14777,Alice,16-02-21,17:11:22,Streaming,N,Y,148.0,,4.0
ID13289,Jim,05-04-21,12:28:27,Technical support,Y,Y,280.0,0:07:17,
ID10591,Eve,26-10-21,03:50:11,Billing,Y,Y,46.0,0:02:38,
ID7858,Jim,28-03-21,08:33:43,General inquiry,N,Y,,,
ID8010,Bob,18-06-21,15:31:33,Streaming,N,N,131.0,,
ID12204,Eve,25-06-21,04:26:01,Streaming,N,Y,,,3.0
ID5088,Jim,27-09-21,20:15:05,Streaming,Y,N,130.0,,
ID7060,Alice,22-12-21,14:08:11,Technical support,N,N,104.0,0:01:39,
ID13494,Diane,24-06-21,02:39:42,Technical support,N,Y,76.0,,
ID14788,Jim,12-07-21,13:26:42,Contract related,N,N,229.0,0:03:51,
ID6540,Alice,26-06-21,09:07:52,Technical support,N,N,119.0,0:07:52,5.0
ID11089,Bob,14-01-21,01:45:39,Streaming,N,N,,0:09:15,
ID8700,Eve,13-05-21,03:42:36,Billing,N,N,234.0,,
ID9542,Alice,22-10-21,14:21:18,Contract related,N,N,,0:04:42,4.0
ID5442,Alice,22-06-21,05:58:28,Billing,Y,N,210.0,0:05:48,
ID14523,Alice,12-09-21,04:44:11,Billing,N,Y,238.0,,
ID7561,Jim,08-03-21,08:13:50,Technical support,Y,Y,,,2.0
ID13951,Bob,13-04-21,23:21:18,General inquiry,Y,Y,,0:09:51,5.0
ID10461,Eve,24-08-21,17:53:56,Streaming,N,N,286.0,,
ID6845,Diane,22-12-21,14:31:51,Contract related,N,Y,,,
ID11977,Diane,07-10-21,01:18:34,Billing,N,Y,,0:06:18,2.0
ID12560,Diane,12-02-21,12:30:22,General inquiry,N,Y,25.0,0:04:50,
ID11459,Bob,09-07-21,03:53:04,Streaming,Y,N,,0:08:44,
ID11060,Jim,15-12-21,14:54:57,General inquiry,N,N,295.0,0:07:39,
ID8717,Alice,11-04-21,09:44:44,General inquiry,Y,Y,,0:03:08,5.0
ID9942,Alice,10-04-21,09:25:19,Billing,Y,N,180.0,,
ID9047,Alice,13-11-21,17:08:18,Streaming,N,Y,215.0,0:03:08,
ID12131,Jim,19-02-21,17:48:07,Billing,Y,N,,0:05:58,
ID6030,Alice,08-08-21,11:05:00,General inquiry,Y,Y,,0:09:32,
ID6741,Jim,09-11-21,17:17:12,Contract related,Y,Y,,0:09:11,
ID9123,Jim,18-04-21,17:44:15,Technical support,Y,Y,,,3.0
ID12051,Diane,02-05-21,14:11:08,Contract related,N,Y,,,
ID11999,Diane,20-04-21,09:53:45,Technical support,Y,Y,100.0,0:04:10,
ID11824,Eve,25-05-21,09:32:39,Contract related,N,N,,0:07:09,4.0
ID11644,Diane,24-07-21,04:53:15,Streaming,N,N,,,
ID11734,Eve,04-09-21,13:07:10,Streaming,N,N,212.0,0:03:30,
ID5437,Alice,19-08-21,16:23:49,Technical support,Y,Y,,0:02:30,
ID5565,Alice,10-03-21,04:26:09,General inquiry,N,Y,99.0,,2.0
ID6440,Alice,01-04-21,03:07:53,Technical support,Y,Y,204.0,,
ID12411,Alice,01-09-21,14:26:52,Billing,Y,N,139.0,,1.0
ID10445,Alice,04-04-21,02:12:12,Billing,Y,Y,183.0,0:01:01,5.0
ID6297,Alice,28-03-21,16:38:28,Streaming,Y,Y,,0:09:34,
ID11238,Bob,12-05-21,16:57:05,Contract related,Y,Y,213.0,0:03:07,5.0
ID8329,Diane,13-07-21,12:35:45,Billing,Y,Y,,0:05:09,
ID12325,Jim,02-10-21,09:54:20,Technical support,Y,Y,,,3.0
ID8270,Jim,26-06-21,08:33:04,Technical support,N,N,1.0,,
ID14012,Diane,19-02-21,20:24:00,General inquiry,Y,N,,,2.0
ID9195,Bob,29-07-21,20:03:44,Streaming,N,Y,251.0,,
ID12847,Bob,25-05-21,06:38:36,Streaming,Y,Y,,0:06:10,1.0
ID11521,Diane,03-12-21,15:44:51,General inquiry,Y,Y,284.0,0:06:31,
ID8633,Jim,12-07-21,15:13:13,Billing,N,Y,,,4.0
ID12951,Diane,29-11-21,13:52:09,Technical support,Y,Y,25.0,0:00:57,
ID7632,Alice,21-02-21,12:28:16,General inquiry,Y,N,,0:02:01,1.0
ID8683,Eve,12-12-21,19:34:42,Streaming,Y,Y,,,4.0
ID6223,Bob,08-08-21,17:01:38,Billing,N,Y,,,3.0
ID14174,Bob,28-06-21,15:11:14,Contract related,N,Y,5.0,0:09:57,5.0
ID5157,Eve,29-06-21,04:43:27,Technical support,Y,N,,,5.0
ID5513,Diane,18-08-21,12:43:15,Contract related,Y,N,,,3.0
ID9813,Bob,08-10-21,15:05:57,General inquiry,Y,N,,,2.0
ID6674,Jim,17-03-21,05:31:45,General inquiry,N,Y,,,
ID9360,Alice,20-06-21,10:28:11,Technical support,Y,N,,0:02:47,2.0
ID10424,Eve,03-05-21,23:20:30,Contract related,N,Y,,0:07:32,
ID6552,Alice,26-06-21,18:02:21,Streaming,Y,Y,74.0,,
ID11014,Bob,17-03-21,03:36:41,Billing,Y,N,,,
ID5761,Diane,27-10-21,04:11:18,Billing,Y,N,,,2.0
ID6825,Alice,18-01-21,12:36:05,General inquiry,N,Y,,,3.0
ID7800,Eve,20-10-21,01:10:52,Streaming,Y,Y,,,
ID11318,Alice,14-01-21,18:07:35,Billing,Y,Y,,0:03:42,
ID14479,Bob,07-10-21,17:40:25,Technical support,N,Y,67.0,0:01:38,1.0
ID14645,Jim,08-11-21,16:25:38,Billing,Y,Y,118.0,,
ID5390,Alice,18-02-21,07:41:00,Contract related,Y,N,67.0,,4.0
ID10275,Alice,19-08-21,19:21:44,Technical support,Y,N,,,5.0
ID10778,Alice,04-02-21,05:41:37,Technical support,Y,N,,,
ID8032,Bob,05-06-21,09:14:23,General inquiry,Y,Y,213.0,0:00:53,3.0
ID11827,Jim,25-04-21,02:11:40,Contract related,Y,Y,47.0,0:05:39,3.0
ID6160,Diane,20-04-21,07:13:19,General inquiry,Y,Y,,0:08:12,
ID13356,Alice,01-02-21,11:05:55,Technical support,Y,N,290.0,,5.0
ID10626,Jim,08-01-21,09:57:51,Technical support,Y,N,,,1.0
ID14578,Diane,24-05-21,19:15:19,Billing,Y,Y,16.0,0:04:30,
ID8642,Alice,09-09-21,18:59:32,Technical support,N,N,5.0,0:06:25,
ID6188,Bob,30-05-21,18:14:45,Contract related,Y,Y,14.0,0:07:13,
ID9531,Diane,30-08-21,16:01:34,General inquiry,N,Y,170.0,,
ID13821,Diane,13-12-21,23:02:00,Technical support,N,N,88.0,,
ID12378,Diane,26-07-21,12:34:35,Contract related,Y,N,148.0,0:01:52,
ID6391,Alice,13-07-21,08:50:54,Technical support,N,N,,,5.0
ID13229,Jim,14-07-21,22:59:54,General inquiry,N,N,155.0,0:04:39,
ID8006,Alice,23-02-21,13:24:59,Technical support,N,Y,225.0,,4.0
ID6316,Diane,14-08-21,16:00:37,Streaming,Y,N,77.0,0:07:18,
ID11558,Diane,30-06-21,21:46:10,General inquiry,N,Y,197.0,0:03:14,
ID14608,Jim,31-01-21,19:05:06,General inquiry,Y,Y,,,3.0
ID13878,Alice,12-11-21,08:26:36,Streaming,N,Y,104.0,0:01:26,
ID6770,Bob,11-12-21,20:13:37,General inquiry,Y,N,,0:02:35,
ID14677,Eve,28-07-21,10:49:58,Contract related,Y,Y,169.0,0:07:04,
ID7495,Diane,19-02-21,10:33:43,Contract related,N,N,,0:02:28,1.0
ID10091,Diane,03-09-21,15:45:38,Streaming,Y,N,,,
ID14448,Bob,16-11-21,08:38:55,Technical support,N,N,,0:01:11,
ID13015,Jim,04-08-21,05:59:05,Contract related,N,Y,28.0,0:08:24,
ID8162,Bob,13-11-21,10:45:59,Contract related,N,N,,0:01:31,2.0
ID14472,Alice,31-01-21,16:18:29,General inquiry,Y,N,,,
ID7730,Diane,25-05-21,23:14:29,General inquiry,Y,N,91.0,,1.0
ID14969,Bob,11-02-21,21:35:23,Technical support,N,Y,,0:04:38,4.0
ID8448,Alice,29-07-21,07:54:37,Billing,N,N,209.0,0:01:13,
ID10314,Bob,08-07-21,16:59:51,Streaming,Y,Y,,0:06:40,
ID6260,Diane,03-09-21,19:37:48,Billing,Y,N,170.0,0:00:25,
ID12141,Bob,29-11-21,06:17:01,Contract related,Y,N,,,4.0
ID5065,Bob,20-05-21,00:02:28,General inquiry,N,Y,,0:05:17,5.0
ID9392,Bob,07-10-21,13:23:16,Contract related,Y,N,49.0,0:05:25,
ID6508,Eve,30-06-21,10:19:20,Technical support,Y,Y,46.0,,
ID7843,Alice,05-11-21,02:24:47,Streaming,N,N,53.0,0:09:17,
ID13007,Bob,22-05-21,02:14:12,Contract related,Y,Y,,0:06:49,
ID13478,Eve,08-02-21,17:49:44,Technical support,Y,N,292.0,,4.0
ID7578,Bob,17-12-21,01:50:46,Technical support,N,N,,0:06:30,4.0
ID7274,Eve,03-08-21,02:46:57,General inquiry,N,N,,,
ID12857,Bob,27-06-21,15:51:24,Billing,Y,Y,,0:04:22,4.0
ID9586,Jim,26-05-21,22:11:34,General inquiry,Y,Y,,0:05:10,5.0
ID11831,Eve,23-06-21,07:36:36,Billing,Y,N,,0:08:46,
ID10757,Alice,20-06-21,22:16:21,Technical support,Y,Y,66.0,,1.0
ID9083,Alice,25-02-21,23:40:14,General inquiry,Y,N,,,3.0
ID14577,Diane,08-05-21,02:42:58,Contract related,Y,N,,,1.0
ID6508,Bob,14-09-21,18:41:47,Contract related,N,Y,68.0,,2.0
ID6235,Eve,14-04-21,09:55:06,Billing,Y,N,106.0,0:07:17,
ID9696,Jim,31-07-21,12:45:02,General inquiry,N,Y,,0:01:47,
ID6265,Jim,08-01-21,23:58:59,General inquiry,N,Y,1.0,,
ID14094,Bob,29-10-21,19:12:02,Technical support,Y,Y,,0:03:18,2.0
ID7307,Alice,15-07-21,00:30:07,Streaming,N,N,156.0,,4.0
ID6740,Eve,14-08-21,14:47:47,Technical support,N,N,240.0,0:09:43,5.0
ID10552,Eve,03-07-21,23:48:21,General inquiry,Y,N,98.0,,
ID14129,Alice,31-01-21,12:18:26,Contract related,Y,Y,,0:08:18,
ID14714,Eve,21-02-21,22:43:53,Billing,Y,N,67.0,,
ID9115,Eve,03-11-21,06:49:27,Streaming,N,Y,258.0,0:00:11,4.0
ID13428,Alice,10-07-21,11:06:49,General inquiry,Y,Y,129.0,0:07:28,
ID12033,Eve,03-08-21,01:01:18,General inquiry,Y,N,133.0,0:03:18,5.0
ID10105,Eve,11-01-21,14:10:21,General inquiry,N,N,,,1.0
ID13808,Bob,09-08-21,18:03:19,Technical support,N,Y,269.0,,2.0
ID12434,Eve,12-02-21,19:59:17,Technical support,N,Y,,0:01:39,
ID10581,Jim,14-12-21,01:48:28,Technical support,Y,Y,,0:06:48,
ID7533,Diane,26-07-21,12:15:11,General inquiry,N,N,,,
ID11005,Diane,13-06-21,17:41:49,Billing,N,N,197.0,0:06:16,
ID8037,Eve,21-06-21,21:38:16,Streaming,N,N,,,
ID6261,Eve,28-03-21,09:45:06,Contract related,Y,N,235.0,0:01:49,4.0
ID9111,Eve,06-12-21,10:19:41,Contract related,Y,N,140.0,,5.0
ID10215,Diane,02-11-21,17:21:42,Billing,Y,Y,,,5.0
ID7993,Alice,29-04-21,06:06:22,Billing,N,N,18.0,0:07:00,
ID5774,Diane,28-05-21,19:46:40,Contract related,Y,Y,,,
ID12026,Eve,23-01-21,08:32:02,Streaming,N,N,,,
ID14898,Jim,10-04-21,07:40:09,Billing,Y,Y,161.0,,
ID14292,Diane,19-04-21,15:19:44,General inquiry,N,N,78.0,,
ID9730,Jim,10-12-21,03:17:44,Technical support,Y,N,256.0,0:05:54,4.0
ID11012,Jim,23-11-21,07:32:01,Technical support,Y,Y,,,
ID9142,Alice,17-09-21,18:17:06,Contract related,N,N,150.0,,
ID7285,Eve,17-10-21,02:08:45,Contract related,N,Y,,0:07:01,5.0
ID11089,Jim,16-09-21,09:34:23,General inquiry,N,N,179.0,0:02:01,
ID14129,Bob,28-05-21,11:32:43,Streaming,N,N,,,2.0
ID13922,Diane,19-07-21,09:06:16,General inquiry,Y,Y,,0:03:03,
ID5785,Eve,18-04-21,09:25:34,Streaming,Y,Y,,0:00:42,1.0
ID5168,Jim,17-03-21,23:33:48,Technical support,Y,Y,,,5.0
ID5656,Diane,26-01-21,13:11:08,Contract related,N,Y,277.0,0:06:40,3.0
ID5141,Bob,01-06-21,03:56:44,Contract related,N,Y,97.0,0:08:38,3.0
ID9772,Eve,01-10-21,07:34:37,Contract related,Y,N,,,
ID6587,Eve,13-10-21,04:56:23,Streaming,Y,N,,,
ID7079,Diane,24-04-21,20:03:07,Billing,Y,N,,0:02:18,
ID14466,Jim,17-10-21,20:53:08,Streaming,Y,Y,289.0,,
ID9831,Diane,28-10-21,21:46:18,Billing,N,N,,,
ID7321,Bob,26-05-21,17:35:21,General inquiry,Y,Y,187.0,0:05:57,
ID7814,Diane,01-01-21,05:02:10,Technical support,N,N,,,3.0
ID5509,Jim,10-12-21,06:23:08,Streaming,Y,Y,,0:05:08,
ID6679,Alice,10-04-21,21:16:56,Contract related,N,N,,,
ID13320,Jim,17-06-21,11:57:50,Contract related,Y,N,,0:01:01,
ID14343,Diane,30-05-21,23:15:27,Technical support,Y,Y,51.0,,
ID8102,Diane,20-03-21,09:10:37,Technical support,Y,N,30.0,0:00:32,4.0
ID13757,Diane,13-07-21,16:05:15,Billing,N,N,202.0,,
ID14433,Alice,29-12-21,10:31:49,General inquiry,N,N,,0:05:33,3.0
ID14412,Alice,09-12-21,01:10:43,Billing,Y,N,273.0,,
ID14298,Bob,31-03-21,11:06:36,Technical support,N,N,,0:01:16,1.0
ID12214,Diane,16-11-21,10:02:01,Streaming,N,N,,0:03:32,
ID6776,Jim,16-12-21,00:43:30,Billing,Y,Y,269.0,0:02:08,5.0
ID12433,Diane,07-05-21,16:58:56,Streaming,N,Y,,,2.0
ID11110,Bob,25-06-21,01:21:28,Contract related,Y,N,207.0,0:08:56,1.0
ID11419,Alice,31-03-21,12:18:35,Billing,N,Y,165.0,,1.0
ID8097,Eve,23-01-21,04:26:02,Streaming,N,Y,,,5.0
ID7379,Bob,06-01-21,14:06:22,Technical support,N,N,,0:01:09,3.0
ID10559,Jim,16-02-21,01:36:20,Technical support,Y,Y,,0:08:34,1.0
ID13692,Eve,19-08-21,11:51:44,General inquiry,Y,N,,,
ID10112,Bob,31-03-21,05:51:02,Technical support,N,Y,,0:01:00,
ID11611,Bob,11-04-21,03:43:35,Streaming,N,N,281.0,0:00:32,
ID11970,Jim,11-08-21,03:01:26,Contract related,N,N,,0:00:58,2.0
ID13487,Eve,30-11-21,15:43:57,Contract related,N,N,60.0,0:02:17,4.0
ID13800,Jim,13-04-21,23:21:38,Streaming,Y,N,,0:03:20,1.0
ID10832,Alice,13-08-21,16:39:28,Technical support,N,Y,142.0,,
ID14996,Jim,05-11-21,05:55:46,General inquiry,N,N,,,2.0
ID8900,Diane,22-09-21,04:17:31,Contract related,N,N,275.0,,
ID11155,Jim,04-12-21,03:10:24,Billing,N,N,54.0,0:04:41,4.0
ID9305,Jim,08-04-21,22:01:59,General inquiry,Y,N,,,
ID11677,Alice,20-02-21,18:09:55,Billing,N,Y,,,
ID11209,Jim,19-08-21,03:07:34,Streaming,N,N,,,
ID14214,Alice,13-08-21,06:10:49,General inquiry,N,Y,,0:02:35,
ID6380,Eve,05-03-21,12:49:18,Streaming,Y,Y,90.0,0:03:05,
ID10782,Alice,04-10-21,06:44:27,Technical support,N,N,83.0,0:03:54,
ID7627,Alice,25-07-21,11:16:20,Billing,Y,N,163.0,,5.0
ID8106,Diane,07-10-21,21:52:16,Streaming,N,Y,,0:05:02,
ID7774,Diane,21-01-21,13:57:06,Billing,Y,N,203.0,0:00:30,
ID8990,Jim,21-07-21,08:36:23,Contract related,Y,N,,,
ID8720,Jim,09-07-21,09:35:36,Technical support,N,N,,,
ID7515,Bob,03-09-21,03:08:43,Streaming,Y,N,107.0,,5.0
ID12006,Diane,19-04-21,10:38:28,Technical support,N,Y,208.0,,3.0
ID8110,Eve,12-04-21,00:05:02,Streaming,N,Y,,0:02:29,
ID6533,Alice,13-04-21,17:08:27,Technical support,N,Y,300.0,,
ID11781,Alice,23-02-21,01:35:53,Billing,N,N,111.0,0:06:22,
ID14907,Bob,27-10-21,10:17:08,Technical support,N,N,186.0,0:05:41,
ID6436,Bob,18-10-21,10:00:29,Streaming,N,Y,34.0,,
ID10142,Jim,01-05-21,09:36:47,General inquiry,Y,Y,231.0,0:01:27,1.0
ID14296,Jim,24-08-21,09:29:16,Streaming,N,N,,,4.0
ID11133,Alice,17-01-21,00:29:56,Billing,N,Y,,,2.0
ID12675,Bob,18-04-21,20:27:19,Technical support,Y,Y,172.0,,3.0
ID8122,Alice,11-08-21,10:30:31,Technical support,N,Y,272.0,0:03:35,
ID13375,Bob,03-11-21,04:07:38,Streaming,Y,N,,0:09:30,1.0
ID12035,Alice,26-07-21,21:49:06,Contract related,Y,N,253.0,,4.0
ID9382,Eve,27-06-21,14:29:26,Billing,N,N,,,
ID5478,Jim,29-05-21,11:57:52,Streaming,Y,Y,91.0,,5.0
ID14963,Alice,19-08-21,15:48:28,Technical support,N,Y,296.0,,
ID8038,Diane,18-09-21,05:42:35,Contract related,N,N,,0:01:46,1.0
ID10405,Alice,10-11-21,16:05:24,Streaming,Y,N,270.0,,
ID12981,Alice,21-06-21,10:33:12,Billing,N,N,,,
ID14566,Jim,19-03-21,08:28:51,General inquiry,Y,Y,,0:01:31,2.0
ID12975,Alice,26-07-21,03:27:35,Contract related,N,Y,71.0,0:05:44,
ID6635,Diane,03-04-21,18:24:09,Streaming,Y,N,235.0,,
ID9729,Bob,24-10-21,02:40:52,Contract related,Y,Y,28.0,0:00:55,3.0
ID6414,Diane,18-06-21,06:43:14,General inquiry,Y,Y,,0:01:12,4.0
ID7639,Jim,12-07-21,13:24:57,Streaming,N,Y,174.0,,
ID14598,Jim,18-11-21,09:19:29,Contract related,N,Y,,0:07:27,
ID6385,Eve,24-09-21,02:50:07,Technical support,N,Y,,,3.0
